subhalo_id,grnr,axis,image_path,aperture_kpc,size_factor,signal_fraction,dynamic_range_dex,asymmetry_score,passed_qc,error
27213,5,z,output/images/halo000005_sub0027213_z.png,200.0,0.2952,1.0,0.116,0.0003,True,
27215,5,z,output/images/halo000005_sub0027215_z.png,200.0,0.2952,1.0,0.116,0.0003,True,
27217,5,z,output/images/halo000005_sub0027217_z.png,200.0,0.2952,1.0,0.116,0.0003,True,
27220,5,z,output/images/halo000005_sub0027220_z.png,200.0,0.2952,1.0,0.116,0.0003,True,
27219,5,z,output/images/halo000005_sub0027219_z.png,200.0,0.2952,1.0,0.116,0.0003,True,
27221,5,z,output/images/halo000005_sub0027221_z.png,200.0,0.2952,1.0,0.116,0.0003,True,
27223,5,z,output/images/halo000005_sub0027223_z.png,200.0,0.2952,1.0,0.116,0.0003,True,
27225,5,z,output/images/halo000005_sub0027225_z.png,200.0,0.2952,1.0,0.116,0.0003,True,
27226,5,z,output/images/halo000005_sub0027226_z.png,200.0,0.2952,1.0,0.116,0.0003,True,
27227,5,z,output/images/halo000005_sub0027227_z.png,200.0,0.2952,1.0,0.116,0.0003,True,
27228,5,z,output/images/halo000005_sub0027228_z.png,200.0,0.2952,1.0,0.116,0.0003,True,
27229,5,z,output/images/halo000005_sub0027229_z.png,200.0,0.2952,1.0,0.116,0.0003,True,
27230,5,z,output/images/halo000005_sub0027230_z.png,200.0,0.2952,1.0,0.116,0.0003,True,
27524,6,z,output/images/halo000006_sub0027524_z.png,200.0,0.33738,1.0,0.597,0.2038,True,
27526,6,z,output/images/halo000006_sub0027526_z.png,200.0,0.33738,1.0,0.931,0.1001,True,
27527,6,z,output/images/halo000006_sub0027527_z.png,200.0,0.33738,1.0,0.597,0.1709,True,
27525,6,z,output/images/halo000006_sub0027525_z.png,200.0,0.33738,1.0,0.931,0.137,True,
27528,6,z,output/images/halo000006_sub0027528_z.png,200.0,0.33738,1.0,0.597,0.1393,True,
27530,6,z,output/images/halo000006_sub0027530_z.png,200.0,0.33738,1.0,0.618,0.1455,True,
27529,6,z,output/images/halo000006_sub0027529_z.png,200.0,0.33738,1.0,0.616,0.1389,True,
27531,6,z,output/images/halo000006_sub0027531_z.png,200.0,0.33738,1.0,0.931,0.19,True,
27532,6,z,output/images/halo000006_sub0027532_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27533,6,z,output/images/halo000006_sub0027533_z.png,200.0,0.33738,1.0,0.597,0.1133,True,
27534,6,z,output/images/halo000006_sub0027534_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27536,6,z,output/images/halo000006_sub0027536_z.png,200.0,0.33738,1.0,0.931,0.0449,True,
27535,6,z,output/images/halo000006_sub0027535_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27540,6,z,output/images/halo000006_sub0027540_z.png,200.0,0.33738,1.0,0.6,0.0076,True,
27539,6,z,output/images/halo000006_sub0027539_z.png,200.0,0.33738,1.0,0.597,0.0982,True,
27538,6,z,output/images/halo000006_sub0027538_z.png,200.0,0.33738,1.0,0.931,0.0542,True,
27543,6,z,output/images/halo000006_sub0027543_z.png,200.0,0.33738,1.0,0.931,0.0714,True,
27541,6,z,output/images/halo000006_sub0027541_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27542,6,z,output/images/halo000006_sub0027542_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27544,6,z,output/images/halo000006_sub0027544_z.png,200.0,0.33738,1.0,0.931,0.012,True,
27545,6,z,output/images/halo000006_sub0027545_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27546,6,z,output/images/halo000006_sub0027546_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27547,6,z,output/images/halo000006_sub0027547_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27550,6,z,output/images/halo000006_sub0027550_z.png,200.0,0.33738,1.0,0.931,-0.0055,True,
27548,6,z,output/images/halo000006_sub0027548_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27549,6,z,output/images/halo000006_sub0027549_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27553,6,z,output/images/halo000006_sub0027553_z.png,200.0,0.33738,1.0,0.597,0.0383,True,
27552,6,z,output/images/halo000006_sub0027552_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27551,6,z,output/images/halo000006_sub0027551_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27554,6,z,output/images/halo000006_sub0027554_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27555,6,z,output/images/halo000006_sub0027555_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27556,6,z,output/images/halo000006_sub0027556_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27558,6,z,output/images/halo000006_sub0027558_z.png,200.0,0.33738,1.0,0.601,0.0212,True,
27557,6,z,output/images/halo000006_sub0027557_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27537,6,z,,,,,,,False,download_failed
27559,6,z,output/images/halo000006_sub0027559_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27560,6,z,output/images/halo000006_sub0027560_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27561,6,z,output/images/halo000006_sub0027561_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27562,6,z,output/images/halo000006_sub0027562_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27563,6,z,output/images/halo000006_sub0027563_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27564,6,z,output/images/halo000006_sub0027564_z.png,200.0,0.33738,1.0,0.931,0.0019,True,
27565,6,z,output/images/halo000006_sub0027565_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27566,6,z,output/images/halo000006_sub0027566_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27567,6,z,output/images/halo000006_sub0027567_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27568,6,z,output/images/halo000006_sub0027568_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27569,6,z,output/images/halo000006_sub0027569_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27570,6,z,output/images/halo000006_sub0027570_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27571,6,z,output/images/halo000006_sub0027571_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27572,6,z,output/images/halo000006_sub0027572_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27574,6,z,output/images/halo000006_sub0027574_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27575,6,z,output/images/halo000006_sub0027575_z.png,200.0,0.33738,1.0,0.95,-0.0045,True,
27576,6,z,output/images/halo000006_sub0027576_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27579,6,z,output/images/halo000006_sub0027579_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27580,6,z,output/images/halo000006_sub0027580_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27581,6,z,output/images/halo000006_sub0027581_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27582,6,z,output/images/halo000006_sub0027582_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27583,6,z,output/images/halo000006_sub0027583_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27585,6,z,output/images/halo000006_sub0027585_z.png,200.0,0.33738,1.0,0.612,0.0221,True,
27584,6,z,output/images/halo000006_sub0027584_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27588,6,z,output/images/halo000006_sub0027588_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27591,6,z,output/images/halo000006_sub0027591_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27590,6,z,output/images/halo000006_sub0027590_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27592,6,z,output/images/halo000006_sub0027592_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27593,6,z,output/images/halo000006_sub0027593_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27595,6,z,output/images/halo000006_sub0027595_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27596,6,z,output/images/halo000006_sub0027596_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27597,6,z,output/images/halo000006_sub0027597_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27602,6,z,output/images/halo000006_sub0027602_z.png,200.0,0.33738,1.0,0.599,0.0171,True,
27598,6,z,output/images/halo000006_sub0027598_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27599,6,z,output/images/halo000006_sub0027599_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27603,6,z,output/images/halo000006_sub0027603_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27604,6,z,output/images/halo000006_sub0027604_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27606,6,z,output/images/halo000006_sub0027606_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27608,6,z,output/images/halo000006_sub0027608_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27612,6,z,output/images/halo000006_sub0027612_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27615,6,z,output/images/halo000006_sub0027615_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27614,6,z,output/images/halo000006_sub0027614_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27617,6,z,output/images/halo000006_sub0027617_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27625,6,z,output/images/halo000006_sub0027625_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27632,6,z,output/images/halo000006_sub0027632_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27640,6,z,output/images/halo000006_sub0027640_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27642,6,z,output/images/halo000006_sub0027642_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27643,6,z,output/images/halo000006_sub0027643_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27652,6,z,output/images/halo000006_sub0027652_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27647,6,z,output/images/halo000006_sub0027647_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27657,6,z,output/images/halo000006_sub0027657_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27654,6,z,output/images/halo000006_sub0027654_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27662,6,z,output/images/halo000006_sub0027662_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27674,6,z,output/images/halo000006_sub0027674_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27684,6,z,output/images/halo000006_sub0027684_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27679,6,z,output/images/halo000006_sub0027679_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27698,6,z,output/images/halo000006_sub0027698_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27702,6,z,output/images/halo000006_sub0027702_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27730,6,z,output/images/halo000006_sub0027730_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
27707,6,z,output/images/halo000006_sub0027707_z.png,200.0,0.33738,1.0,0.116,0.0003,True,
28067,7,z,output/images/halo000007_sub0028067_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28069,7,z,output/images/halo000007_sub0028069_z.png,200.0,0.28341,1.0,0.612,0.0311,True,
28068,7,z,output/images/halo000007_sub0028068_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28071,7,z,output/images/halo000007_sub0028071_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28072,7,z,output/images/halo000007_sub0028072_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28073,7,z,output/images/halo000007_sub0028073_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28074,7,z,output/images/halo000007_sub0028074_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28075,7,z,output/images/halo000007_sub0028075_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28076,7,z,output/images/halo000007_sub0028076_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28078,7,z,output/images/halo000007_sub0028078_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28077,7,z,output/images/halo000007_sub0028077_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28079,7,z,output/images/halo000007_sub0028079_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28080,7,z,output/images/halo000007_sub0028080_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28081,7,z,output/images/halo000007_sub0028081_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28082,7,z,output/images/halo000007_sub0028082_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28083,7,z,output/images/halo000007_sub0028083_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28084,7,z,output/images/halo000007_sub0028084_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28085,7,z,output/images/halo000007_sub0028085_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28087,7,z,output/images/halo000007_sub0028087_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28086,7,z,output/images/halo000007_sub0028086_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28088,7,z,output/images/halo000007_sub0028088_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28090,7,z,output/images/halo000007_sub0028090_z.png,200.0,0.28341,1.0,0.609,0.0078,True,
28070,7,z,,,,,,,False,download_failed
28089,7,z,output/images/halo000007_sub0028089_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28091,7,z,output/images/halo000007_sub0028091_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28092,7,z,output/images/halo000007_sub0028092_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28093,7,z,output/images/halo000007_sub0028093_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28094,7,z,output/images/halo000007_sub0028094_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28095,7,z,output/images/halo000007_sub0028095_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28096,7,z,output/images/halo000007_sub0028096_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28097,7,z,output/images/halo000007_sub0028097_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28098,7,z,output/images/halo000007_sub0028098_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28099,7,z,output/images/halo000007_sub0028099_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28101,7,z,output/images/halo000007_sub0028101_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28102,7,z,output/images/halo000007_sub0028102_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28103,7,z,output/images/halo000007_sub0028103_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28104,7,z,output/images/halo000007_sub0028104_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28105,7,z,output/images/halo000007_sub0028105_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28106,7,z,output/images/halo000007_sub0028106_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28107,7,z,output/images/halo000007_sub0028107_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28108,7,z,output/images/halo000007_sub0028108_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28109,7,z,output/images/halo000007_sub0028109_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28115,7,z,output/images/halo000007_sub0028115_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28116,7,z,output/images/halo000007_sub0028116_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28119,7,z,output/images/halo000007_sub0028119_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28122,7,z,output/images/halo000007_sub0028122_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28121,7,z,output/images/halo000007_sub0028121_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28126,7,z,output/images/halo000007_sub0028126_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28124,7,z,output/images/halo000007_sub0028124_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28132,7,z,output/images/halo000007_sub0028132_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28127,7,z,output/images/halo000007_sub0028127_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28135,7,z,output/images/halo000007_sub0028135_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28138,7,z,output/images/halo000007_sub0028138_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28151,7,z,output/images/halo000007_sub0028151_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28142,7,z,output/images/halo000007_sub0028142_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28152,7,z,output/images/halo000007_sub0028152_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28153,7,z,output/images/halo000007_sub0028153_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28166,7,z,output/images/halo000007_sub0028166_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28165,7,z,output/images/halo000007_sub0028165_z.png,200.0,0.28341,1.0,0.115,0.0003,True,
28455,8,z,output/images/halo000008_sub0028455_z.png,200.0,0.30409,1.0,0.597,0.2046,True,
28456,8,z,output/images/halo000008_sub0028456_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28459,8,z,output/images/halo000008_sub0028459_z.png,200.0,0.30409,1.0,0.601,0.0172,True,
28457,8,z,output/images/halo000008_sub0028457_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28458,8,z,output/images/halo000008_sub0028458_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28460,8,z,output/images/halo000008_sub0028460_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28461,8,z,output/images/halo000008_sub0028461_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28463,8,z,output/images/halo000008_sub0028463_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28462,8,z,output/images/halo000008_sub0028462_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28464,8,z,output/images/halo000008_sub0028464_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28465,8,z,output/images/halo000008_sub0028465_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28466,8,z,output/images/halo000008_sub0028466_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28467,8,z,output/images/halo000008_sub0028467_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28469,8,z,output/images/halo000008_sub0028469_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28470,8,z,output/images/halo000008_sub0028470_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28471,8,z,output/images/halo000008_sub0028471_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28474,8,z,output/images/halo000008_sub0028474_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28475,8,z,output/images/halo000008_sub0028475_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28476,8,z,output/images/halo000008_sub0028476_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28478,8,z,output/images/halo000008_sub0028478_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28479,8,z,output/images/halo000008_sub0028479_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28480,8,z,output/images/halo000008_sub0028480_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28481,8,z,output/images/halo000008_sub0028481_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28482,8,z,output/images/halo000008_sub0028482_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28484,8,z,output/images/halo000008_sub0028484_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28483,8,z,output/images/halo000008_sub0028483_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28488,8,z,output/images/halo000008_sub0028488_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28489,8,z,output/images/halo000008_sub0028489_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28496,8,z,output/images/halo000008_sub0028496_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28494,8,z,output/images/halo000008_sub0028494_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28498,8,z,output/images/halo000008_sub0028498_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28497,8,z,output/images/halo000008_sub0028497_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28502,8,z,output/images/halo000008_sub0028502_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28500,8,z,output/images/halo000008_sub0028500_z.png,200.0,0.30409,1.0,0.116,0.0003,True,
28712,9,z,output/images/halo000009_sub0028712_z.png,200.0,0.33642,1.0,0.609,0.0448,True,
28713,9,z,output/images/halo000009_sub0028713_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28714,9,z,output/images/halo000009_sub0028714_z.png,200.0,0.33642,1.0,0.614,0.2364,True,
28715,9,z,output/images/halo000009_sub0028715_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28716,9,z,output/images/halo000009_sub0028716_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28717,9,z,output/images/halo000009_sub0028717_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28718,9,z,output/images/halo000009_sub0028718_z.png,200.0,0.33642,1.0,0.597,0.0372,True,
28719,9,z,output/images/halo000009_sub0028719_z.png,200.0,0.33642,1.0,0.597,0.2142,True,
28720,9,z,output/images/halo000009_sub0028720_z.png,200.0,0.33642,1.0,0.61,0.1411,True,
28721,9,z,output/images/halo000009_sub0028721_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28722,9,z,output/images/halo000009_sub0028722_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28724,9,z,output/images/halo000009_sub0028724_z.png,200.0,0.33642,1.0,0.599,0.0979,True,
28723,9,z,output/images/halo000009_sub0028723_z.png,200.0,0.33642,1.0,0.932,0.1413,True,
28725,9,z,output/images/halo000009_sub0028725_z.png,200.0,0.33642,1.0,0.932,0.0181,True,
28726,9,z,output/images/halo000009_sub0028726_z.png,200.0,0.33642,1.0,0.597,0.0521,True,
28728,9,z,output/images/halo000009_sub0028728_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28727,9,z,output/images/halo000009_sub0028727_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28730,9,z,output/images/halo000009_sub0028730_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28731,9,z,output/images/halo000009_sub0028731_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28732,9,z,output/images/halo000009_sub0028732_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28733,9,z,output/images/halo000009_sub0028733_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28734,9,z,output/images/halo000009_sub0028734_z.png,200.0,0.33642,1.0,0.932,0.0035,True,
28736,9,z,output/images/halo000009_sub0028736_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28741,9,z,output/images/halo000009_sub0028741_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28739,9,z,output/images/halo000009_sub0028739_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28745,9,z,output/images/halo000009_sub0028745_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28747,9,z,output/images/halo000009_sub0028747_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28750,9,z,output/images/halo000009_sub0028750_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28748,9,z,output/images/halo000009_sub0028748_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28751,9,z,output/images/halo000009_sub0028751_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28753,9,z,output/images/halo000009_sub0028753_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28754,9,z,output/images/halo000009_sub0028754_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28758,9,z,output/images/halo000009_sub0028758_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28757,9,z,output/images/halo000009_sub0028757_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28759,9,z,output/images/halo000009_sub0028759_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28762,9,z,output/images/halo000009_sub0028762_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28771,9,z,output/images/halo000009_sub0028771_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28772,9,z,output/images/halo000009_sub0028772_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28774,9,z,output/images/halo000009_sub0028774_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28776,9,z,output/images/halo000009_sub0028776_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28777,9,z,output/images/halo000009_sub0028777_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28778,9,z,output/images/halo000009_sub0028778_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28779,9,z,output/images/halo000009_sub0028779_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28786,9,z,output/images/halo000009_sub0028786_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28787,9,z,output/images/halo000009_sub0028787_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28789,9,z,output/images/halo000009_sub0028789_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28794,9,z,output/images/halo000009_sub0028794_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28797,9,z,output/images/halo000009_sub0028797_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28801,9,z,output/images/halo000009_sub0028801_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28802,9,z,output/images/halo000009_sub0028802_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28804,9,z,output/images/halo000009_sub0028804_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28806,9,z,output/images/halo000009_sub0028806_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28812,9,z,output/images/halo000009_sub0028812_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28813,9,z,output/images/halo000009_sub0028813_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28821,9,z,output/images/halo000009_sub0028821_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28826,9,z,output/images/halo000009_sub0028826_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28828,9,z,output/images/halo000009_sub0028828_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28829,9,z,output/images/halo000009_sub0028829_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
28832,9,z,output/images/halo000009_sub0028832_z.png,200.0,0.33642,1.0,0.116,0.0003,True,
29139,10,z,output/images/halo000010_sub0029139_z.png,200.0,0.36738,1.0,0.116,0.0003,True,
29140,10,z,output/images/halo000010_sub0029140_z.png,200.0,0.36738,1.0,0.932,0.0805,True,
29141,10,z,output/images/halo000010_sub0029141_z.png,200.0,0.36738,1.0,0.599,0.0432,True,
29142,10,z,output/images/halo000010_sub0029142_z.png,200.0,0.36738,1.0,0.116,0.0003,True,
29144,10,z,output/images/halo000010_sub0029144_z.png,200.0,0.36738,1.0,0.116,0.0003,True,
29143,10,z,output/images/halo000010_sub0029143_z.png,200.0,0.36738,1.0,0.116,0.0003,True,
29145,10,z,output/images/halo000010_sub0029145_z.png,200.0,0.36738,1.0,0.116,0.0003,True,
29146,10,z,output/images/halo000010_sub0029146_z.png,200.0,0.36738,1.0,0.116,0.0003,True,
29148,10,z,output/images/halo000010_sub0029148_z.png,200.0,0.36738,1.0,0.116,0.0003,True,
29149,10,z,output/images/halo000010_sub0029149_z.png,200.0,0.36738,1.0,0.116,0.0003,True,
29147,10,z,output/images/halo000010_sub0029147_z.png,200.0,0.36738,1.0,0.116,0.0003,True,
29150,10,z,output/images/halo000010_sub0029150_z.png,200.0,0.36738,1.0,0.116,0.0003,True,
29152,10,z,output/images/halo000010_sub0029152_z.png,200.0,0.36738,1.0,0.116,0.0003,True,
29151,10,z,output/images/halo000010_sub0029151_z.png,200.0,0.36738,1.0,0.116,0.0003,True,
